,Rk,G,Date,Age,Tm, ,Opp, ,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
159,80,80,2005-04-20,20-111,CLE,@,TOR,W (+9),1,48:00,10,23,0.435,2,8,0.25,5,10,0.5,2,12,14,14,0,1,2,1,27,26.0,9
160,1,1,2005-11-02,20-307,CLE,,NOK,W (+22),1,33:23,9,16,0.563,6,7,0.857,7,8,0.875,1,2,3,4,2,0,3,3,31,24.9,22
161,2,2,2005-11-04,20-309,CLE,@,SAS,L (-26),1,36:34,7,16,0.43799999999999994,0,3,0.0,6,7,0.857,0,6,6,4,0,1,3,3,20,12.3,-19
162,3,3,2005-11-05,20-310,CLE,@,MEM,L (-7),1,40:51,14,29,0.483,4,9,0.444,4,5,0.8,0,2,2,6,2,0,2,2,36,24.9,-3
163,4,4,2005-11-07,20-312,CLE,@,TOR,W (+12),1,36:28,9,17,0.529,0,2,0.0,9,12,0.75,0,3,3,6,1,2,1,3,27,22.8,0
164,5,5,2005-11-09,20-314,CLE,,SEA,W (+27),1,35:38,10,18,0.556,0,2,0.0,11,11,1.0,1,4,5,1,0,1,4,1,31,21.3,25
165,6,6,2005-11-11,20-316,CLE,,MEM,W (+19),1,25:40,5,11,0.455,0,1,0.0,6,6,1.0,1,5,6,2,3,1,3,5,16,12.6,24
166,7,7,2005-11-13,20-318,CLE,@,ORL,W (+8),1,48:54,9,20,0.45,1,4,0.25,7,11,0.636,0,5,5,3,0,1,2,2,26,15.5,7
167,8,8,2005-11-15,20-320,CLE,,WAS,W (+15),1,42:26,15,23,0.652,2,3,0.667,5,5,1.0,1,9,10,4,0,2,3,1,37,31.1,17
168,9,9,2005-11-18,20-323,CLE,,ORL,W (+18),1,33:56,6,17,0.353,0,3,0.0,4,6,0.667,1,5,6,4,2,0,4,2,16,7.9,25
169,10,10,2005-11-19,20-324,CLE,@,PHI,W (+3),1,46:51,14,24,0.583,0,2,0.0,8,10,0.8,2,9,11,10,1,1,5,1,36,31.4,8
170,11,11,2005-11-22,20-327,CLE,,BOS,W (+22),1,40:59,13,20,0.65,1,3,0.33299999999999996,9,11,0.818,0,5,5,4,2,2,1,4,36,31.5,14
171,12,12,2005-11-24,20-329,CLE,@,IND,L (-22),1,43:02,6,20,0.3,0,4,0.0,7,11,0.636,1,9,10,4,5,1,6,4,19,10.1,-18
172,13,13,2005-11-26,20-331,CLE,,MIN,L (-4),1,44:04,13,29,0.44799999999999995,6,11,0.545,6,6,1.0,2,3,5,2,4,0,2,2,38,27.8,-3
173,14,14,2005-11-30,20-335,CLE,,LAC,W (+7),1,49:56,7,20,0.35,0,3,0.0,14,17,0.8240000000000001,0,7,7,9,1,1,6,1,28,19.3,6
174,15,15,2005-12-02,20-337,CLE,@,SEA,L (-7),1,45:07,14,27,0.519,0,5,0.0,6,8,0.75,0,3,3,8,1,3,1,1,34,28.1,-2
175,16,16,2005-12-03,20-338,CLE,@,LAC,L (-12),1,44:41,8,25,0.32,3,5,0.6,11,14,0.7859999999999999,0,5,5,6,1,1,1,3,30,19.7,-11
176,17,17,2005-12-06,20-341,CLE,@,SAC,W (+5),1,44:19,10,23,0.435,1,5,0.2,9,12,0.75,2,4,6,6,2,3,5,2,30,21.8,3
177,18,18,2005-12-09,20-344,CLE,,NJN,L (-9),1,44:49,11,26,0.423,0,4,0.0,10,15,0.667,2,4,6,3,0,1,7,3,32,13.4,-4
178,19,19,2005-12-10,20-345,CLE,@,MIL,L (-5),1,42:48,19,29,0.655,5,9,0.556,9,10,0.9,0,7,7,7,2,0,3,5,52,42.9,-3
179,20,20,2005-12-13,20-348,CLE,,ATL,L (-6),1,45:08,13,23,0.565,3,6,0.5,10,16,0.625,0,10,10,6,2,0,6,5,39,26.9,-4
180,21,21,2005-12-15,20-350,CLE,,DEN,W (+9),1,45:06,11,18,0.611,1,4,0.25,3,6,0.5,0,4,4,9,1,0,3,3,26,20.9,16
181,22,22,2005-12-17,20-352,CLE,,MIA,W (+8),1,46:23,12,19,0.632,2,4,0.5,15,16,0.938,0,5,5,10,1,0,4,3,41,36.4,9
182,23,23,2005-12-20,20-355,CLE,,UTA,W (+25),1,28:55,8,12,0.667,1,1,1.0,8,9,0.889,2,4,6,4,3,2,5,1,25,23.8,20
183,24,24,2005-12-22,20-357,CLE,@,CHI,W (+8),1,43:51,12,25,0.48,4,6,0.667,9,13,0.6920000000000001,0,5,5,6,4,0,2,2,37,29.6,15
184,25,25,2005-12-23,20-358,CLE,,IND,W (+5),1,43:51,4,16,0.25,0,1,0.0,6,11,0.545,1,7,8,9,1,0,3,1,14,9.1,1
185,26,26,2005-12-26,20-361,CLE,,CHI,W (+11),1,44:58,12,25,0.48,0,5,0.0,8,12,0.667,1,7,8,6,2,2,2,0,32,26.1,14
186,27,27,2005-12-27,20-362,CLE,@,NJN,L (-5),1,40:18,12,21,0.5710000000000001,1,5,0.2,6,9,0.667,1,9,10,8,2,0,4,3,31,25.7,-2
187,28,28,2005-12-31,21-001,CLE,,DET,W (+13),1,44:33,11,22,0.5,2,5,0.4,6,7,0.857,1,6,7,7,4,1,5,2,30,24.9,5
188,29,29,2006-01-04,21-005,CLE,@,MIL,W (+7),1,45:42,12,29,0.414,2,8,0.25,6,7,0.857,2,9,11,11,5,1,4,1,32,29.2,8
189,30,30,2006-01-05,21-006,CLE,,HOU,L (-9),1,44:15,13,19,0.684,3,7,0.429,3,6,0.5,1,8,9,5,1,0,3,4,32,25.7,-10
190,31,31,2006-01-07,21-008,CLE,,MIL,W (+8),1,45:12,14,22,0.636,3,7,0.429,4,9,0.444,2,5,7,6,0,1,0,1,35,30.6,4
191,32,32,2006-01-10,21-011,CLE,,NYK,L (-8),1,46:00,14,31,0.452,0,7,0.0,8,11,0.727,0,7,7,7,0,1,1,0,36,25.4,-2
192,33,33,2006-01-12,21-013,CLE,@,LAL,L (-1),1,40:06,11,22,0.5,2,3,0.667,4,9,0.444,0,2,2,9,0,0,5,2,28,16.1,5
193,34,34,2006-01-14,21-015,CLE,@,PHO,L (-9),1,43:45,18,28,0.643,5,8,0.625,5,5,1.0,0,7,7,8,1,0,1,1,46,40.9,-5
194,35,35,2006-01-15,21-016,CLE,@,POR,L (-2),1,41:19,10,26,0.385,1,5,0.2,8,11,0.727,2,11,13,7,1,3,2,3,29,23.1,12
195,36,36,2006-01-18,21-019,CLE,@,DEN,L (-1),1,41:35,7,20,0.35,2,6,0.33299999999999996,8,15,0.5329999999999999,2,9,11,9,0,0,2,5,24,16.4,-3
196,37,37,2006-01-20,21-021,CLE,@,GSW,L (-20),1,35:12,5,22,0.22699999999999998,0,3,0.0,4,6,0.667,1,8,9,6,0,0,6,3,14,-0.1,-9
197,38,38,2006-01-21,21-022,CLE,@,UTA,W (+18),1,42:47,19,35,0.5429999999999999,4,8,0.5,9,11,0.818,0,5,5,8,2,0,3,4,51,37.8,20
198,39,39,2006-01-24,21-025,CLE,,IND,W (+30),1,35:22,7,21,0.33299999999999996,2,5,0.4,7,10,0.7,0,7,7,8,2,2,1,0,23,20.0,33
199,40,40,2006-01-25,21-026,CLE,@,ATL,W (+9),1,45:54,11,22,0.5,1,5,0.2,15,20,0.75,1,8,9,6,3,1,5,2,38,30.2,10
200,41,41,2006-01-27,21-028,CLE,@,IND,W (+4),1,45:06,12,23,0.522,1,2,0.5,5,8,0.625,1,6,7,9,3,1,6,1,30,23.6,4
201,42,42,2006-01-29,21-030,CLE,,PHO,W (+7),1,42:45,17,33,0.515,3,7,0.429,7,12,0.583,1,10,11,7,1,1,6,1,44,29.6,5
202,43,43,2006-01-30,21-031,CLE,@,CHA,W (+12),1,31:34,11,19,0.579,2,6,0.33299999999999996,6,11,0.545,1,5,6,6,5,1,4,2,30,26.4,30
203,44,44,2006-02-01,21-033,CLE,,NJN,W (+6),1,44:26,8,21,0.381,0,2,0.0,10,12,0.833,0,11,11,10,1,1,4,2,26,20.9,5
204,45,45,2006-02-02,21-034,CLE,@,MIA,L (-28),1,39:18,12,29,0.414,2,5,0.4,3,3,1.0,1,4,5,7,1,0,1,0,29,20.3,-15
205,46,46,2006-02-04,21-036,CLE,,PHI,L (-5),1,47:11,10,17,0.588,2,7,0.28600000000000003,9,10,0.9,2,2,4,6,2,1,4,0,31,27.6,-7
206,47,47,2006-02-06,21-038,CLE,,MIL,W (+3),1,45:21,9,20,0.45,2,7,0.28600000000000003,2,4,0.5,0,9,9,12,0,2,4,4,22,17.7,-3
207,48,48,2006-02-08,21-040,CLE,@,MIN,W (+6),1,45:38,11,34,0.324,1,5,0.2,12,17,0.706,1,10,11,8,1,0,0,3,35,22.7,10
208,49,49,2006-02-10,21-042,CLE,@,WAS,L (-12),1,45:23,6,23,0.261,0,3,0.0,6,8,0.75,1,8,9,8,1,0,2,2,18,10.4,-13
209,50,50,2006-02-11,21-043,CLE,,GSW,L (-8),1,43:48,10,17,0.588,5,6,0.833,8,8,1.0,1,4,5,6,1,2,2,5,33,29.6,-15
210,51,51,2006-02-13,21-045,CLE,,SAS,W (+14),1,40:43,19,33,0.5760000000000001,1,3,0.33299999999999996,5,8,0.625,2,1,3,5,4,0,2,0,44,34.5,12
211,52,52,2006-02-15,21-047,CLE,@,BOS,W (+4),1,53:55,16,32,0.5,0,5,0.0,11,15,0.733,1,11,12,11,2,4,2,5,43,37.9,5
212,53,53,2006-02-21,21-053,CLE,,ORL,W (+13),1,42:51,10,24,0.41700000000000004,1,5,0.2,5,7,0.7140000000000001,0,2,2,9,1,2,2,0,26,19.7,21
213,54,54,2006-02-22,21-054,CLE,@,PHI,L (-9),1,43:07,13,24,0.542,1,4,0.25,6,10,0.6,3,3,6,5,2,1,6,3,33,21.8,-7
214,55,55,2006-02-24,21-056,CLE,,WAS,L (-8),1,47:46,7,21,0.33299999999999996,3,8,0.375,8,19,0.42100000000000004,0,7,7,9,1,0,4,2,25,13.3,-8
215,56,56,2006-02-26,21-058,CLE,@,DET,L (-12),1,37:46,9,20,0.45,2,3,0.667,2,3,0.667,1,8,9,7,0,0,3,3,22,15.0,-17
216,57,57,2006-02-27,21-059,CLE,,DET,L (-12),1,46:34,9,22,0.409,0,3,0.0,8,10,0.8,1,3,4,6,0,1,5,0,26,14.9,-10
217,58,58,2006-03-01,21-061,CLE,,SAC,L (-7),1,44:40,7,21,0.33299999999999996,1,4,0.25,4,7,0.5710000000000001,1,6,7,12,1,2,5,1,19,13.8,-5
218,59,59,2006-03-02,21-062,CLE,@,CHI,W (+1),1,46:37,11,27,0.40700000000000003,0,3,0.0,11,13,0.846,2,9,11,8,0,1,5,4,33,21.5,4
219,60,60,2006-03-05,21-065,CLE,,CHI,W (+19),1,46:27,15,28,0.536,1,3,0.33299999999999996,6,6,1.0,0,9,9,7,2,0,3,3,37,28.8,23
220,61,61,2006-03-07,21-067,CLE,,TOR,W (+7),1,43:44,5,17,0.294,2,6,0.33299999999999996,5,6,0.833,1,11,12,8,1,0,2,2,17,14.5,14
221,62,62,2006-03-08,21-068,CLE,@,TOR,W (+1),1,44:17,13,24,0.542,1,3,0.33299999999999996,8,12,0.667,1,5,6,6,1,0,0,2,35,28.4,-4
222,63,63,2006-03-10,21-070,CLE,@,ORL,L (-29),1,38:58,9,22,0.409,2,6,0.33299999999999996,5,6,0.833,2,5,7,2,2,1,5,0,25,14.8,-18
223,64,64,2006-03-12,21-072,CLE,@,MIA,L (-6),1,45:17,11,27,0.40700000000000003,1,6,0.16699999999999998,24,28,0.857,2,5,7,4,0,1,5,2,47,31.5,-7
224,65,65,2006-03-14,21-074,CLE,@,DAL,L (-4),1,44:58,14,27,0.519,0,2,0.0,8,8,1.0,1,11,12,5,0,2,4,1,36,27.2,-8
225,66,66,2006-03-17,21-077,CLE,,POR,W (+15),1,44:10,9,23,0.391,1,6,0.16699999999999998,8,10,0.8,2,7,9,5,6,0,1,2,27,24.9,14
226,67,67,2006-03-19,21-079,CLE,,LAL,W (+1),1,46:52,10,24,0.41700000000000004,3,4,0.75,6,10,0.6,1,7,8,7,1,0,7,3,29,15.1,0
227,68,68,2006-03-22,21-082,CLE,,CHA,W (+2),1,50:11,10,21,0.47600000000000003,1,5,0.2,16,23,0.696,0,11,11,12,0,1,5,4,37,29.3,5
228,69,69,2006-03-24,21-084,CLE,,BOS,W (+12),1,44:51,13,26,0.5,4,8,0.5,6,8,0.75,3,4,7,8,2,3,0,2,36,34.4,8
229,70,70,2006-03-26,21-086,CLE,@,HOU,W (+2),1,48:56,14,34,0.41200000000000003,0,4,0.0,8,11,0.727,3,3,6,5,2,0,2,2,36,22.3,4
230,71,71,2006-03-29,21-089,CLE,,DAL,W (+13),1,43:26,16,23,0.696,4,7,0.5710000000000001,10,13,0.769,0,5,5,4,3,0,2,3,46,39.2,16
231,72,72,2006-04-01,21-092,CLE,,MIA,W (+7),1,45:29,16,25,0.64,2,6,0.33299999999999996,13,14,0.929,4,8,12,9,2,0,4,3,47,43.8,13
232,73,73,2006-04-02,21-093,CLE,@,CHA,W (+4),1,41:17,13,24,0.542,2,5,0.4,7,9,0.778,1,11,12,8,1,2,3,5,35,29.6,2
233,74,74,2006-04-04,21-095,CLE,,PHI,W (+33),1,34:40,13,22,0.591,4,10,0.4,7,9,0.778,1,3,4,7,4,0,3,4,37,31.9,15
234,75,75,2006-04-05,21-096,CLE,@,NYK,L (-2),1,44:48,12,24,0.5,4,7,0.5710000000000001,8,14,0.5710000000000001,0,2,2,7,3,0,5,3,36,23.9,-2
235,76,76,2006-04-08,21-099,CLE,@,NJN,W (+6),1,44:09,12,26,0.462,0,3,0.0,13,16,0.813,1,4,5,7,1,0,6,5,37,22.2,5
236,77,77,2006-04-10,21-101,CLE,@,NOK,W (+2),1,42:07,12,24,0.5,0,3,0.0,8,12,0.667,1,3,4,6,0,0,2,1,32,21.8,3
237,78,78,2006-04-12,21-103,CLE,@,DET,L (-23),1,31:21,8,18,0.444,0,3,0.0,6,8,0.75,0,3,3,1,0,0,2,0,22,11.4,-11
238,79,79,2006-04-16,21-107,CLE,@,WAS,L (-12),1,29:32,8,16,0.5,0,0,,1,2,0.5,0,5,5,4,1,1,3,2,17,10.8,-17
239,1,1,2006-11-01,21-306,CLE,,WAS,W (+3),1,40:38,11,24,0.45799999999999996,2,4,0.5,2,6,0.33299999999999996,3,7,10,5,0,2,5,2,26,15.3,3
240,2,2,2006-11-03,21-308,CLE,@,SAS,W (+7),1,41:53,14,26,0.5379999999999999,1,2,0.5,6,11,0.545,1,9,10,4,1,1,2,3,35,25.1,6
241,3,3,2006-11-04,21-309,CLE,@,CHA,L (-4),1,38:06,3,13,0.231,1,3,0.33299999999999996,9,10,0.9,4,5,9,7,0,1,2,0,16,15.6,-3
242,4,4,2006-11-07,21-312,CLE,,ATL,L (-9),1,47:17,13,26,0.5,3,8,0.375,5,11,0.455,0,7,7,6,2,1,2,1,34,25.2,-3
243,5,5,2006-11-09,21-314,CLE,,CHI,W (+19),1,37:50,6,13,0.462,0,1,0.0,7,8,0.875,0,4,4,12,3,2,3,0,19,22.9,26
244,6,6,2006-11-11,21-316,CLE,,BOS,W (+1),1,43:32,9,17,0.529,1,4,0.25,19,23,0.826,1,7,8,5,3,0,2,4,38,33.8,6
245,7,7,2006-11-13,21-318,CLE,@,NYK,W (+6),1,41:20,10,19,0.526,3,4,0.75,6,9,0.667,0,4,4,6,2,1,3,2,29,22.8,10
246,8,8,2006-11-15,21-320,CLE,,POR,W (+13),1,38:54,10,15,0.667,3,6,0.5,9,11,0.818,0,7,7,7,2,1,4,2,32,29.6,16
247,9,9,2006-11-17,21-322,CLE,,MIN,W (+16),1,40:30,12,24,0.5,2,5,0.4,11,14,0.7859999999999999,2,7,9,6,1,2,4,1,37,29.5,12
248,10,10,2006-11-18,21-323,CLE,@,WAS,L (-12),1,33:20,8,20,0.4,0,1,0.0,4,5,0.8,2,3,5,4,2,0,3,2,20,12.1,-22
249,11,11,2006-11-21,21-326,CLE,,MEM,W (+3),1,41:59,7,21,0.33299999999999996,1,5,0.2,0,1,0.0,0,1,1,9,3,1,3,1,15,9.6,3
250,12,12,2006-11-22,21-327,CLE,@,TOR,L (-8),1,39:55,11,24,0.45799999999999996,2,7,0.28600000000000003,6,9,0.667,0,10,10,8,4,0,2,1,30,26.6,-7
251,13,13,2006-11-24,21-329,CLE,@,IND,L (-10),1,42:26,6,14,0.429,2,2,1.0,16,20,0.8,1,6,7,5,1,0,3,6,30,22.6,1
252,14,14,2006-11-25,21-330,CLE,,PHI,W (+13),1,40:50,10,20,0.5,1,4,0.25,4,7,0.5710000000000001,0,4,4,11,0,1,7,4,25,14.8,2
253,15,15,2006-11-29,21-334,CLE,,NYK,L (-3),1,41:11,10,22,0.455,0,5,0.0,7,11,0.636,1,6,7,6,0,1,5,1,27,16.0,-4
254,16,16,2006-12-01,21-336,CLE,@,ATL,W (+11),1,42:55,12,23,0.522,1,3,0.33299999999999996,6,10,0.6,2,5,7,8,3,2,4,4,31,25.4,8
255,17,17,2006-12-02,21-337,CLE,@,HOU,L (-18),1,35:44,7,22,0.318,2,6,0.33299999999999996,5,7,0.7140000000000001,1,4,5,4,0,0,3,2,21,8.5,-13
256,18,18,2006-12-06,21-341,CLE,,TOR,W (+4),1,40:30,11,18,0.611,1,2,0.5,3,5,0.6,1,5,6,10,1,0,4,1,26,22.8,2
257,19,19,2006-12-09,21-344,CLE,,IND,W (+32),1,31:52,11,16,0.688,1,3,0.33299999999999996,4,6,0.667,0,7,7,6,1,1,3,0,27,24.4,28
258,20,20,2006-12-11,21-346,CLE,@,NOK,L (-6),1,41:36,7,18,0.389,0,3,0.0,1,1,1.0,3,4,7,6,4,0,3,1,15,13.3,-4
259,21,21,2006-12-13,21-348,CLE,,CHA,W (+3),1,41:37,6,17,0.353,0,2,0.0,10,11,0.909,1,7,8,7,1,1,6,1,22,15.1,3
260,22,22,2006-12-15,21-350,CLE,,SEA,W (+22),1,33:37,9,14,0.643,2,3,0.667,2,3,0.667,0,9,9,7,1,0,4,3,22,18.8,22
261,23,23,2006-12-16,21-351,CLE,@,ORL,L (-7),1,41:03,10,19,0.526,2,5,0.4,7,9,0.778,1,4,5,5,0,1,4,4,29,19.4,-7
262,24,24,2006-12-20,21-355,CLE,@,NJN,L (-2),1,40:11,10,22,0.455,1,3,0.33299999999999996,16,21,0.762,0,1,1,8,2,1,3,4,37,27.6,8
263,25,25,2006-12-21,21-356,CLE,,DET,L (-16),1,43:00,9,20,0.45,0,1,0.0,8,8,1.0,2,8,10,5,2,0,1,1,26,23.5,-20
264,26,26,2006-12-23,21-358,CLE,,ORL,W (+3),1,42:54,13,21,0.619,2,3,0.667,4,10,0.4,0,7,7,1,0,0,7,1,32,15.5,3
265,27,27,2006-12-27,21-362,CLE,@,ATL,W (+13),1,39:31,10,25,0.4,1,2,0.5,6,8,0.75,1,8,9,3,1,2,1,1,27,18.9,23
266,28,28,2006-12-29,21-364,CLE,,MIL,W (+10),1,44:01,11,21,0.524,2,6,0.33299999999999996,8,13,0.615,1,3,4,5,1,1,3,5,32,21.5,11
267,29,29,2006-12-30,22-000,CLE,@,CHI,L (-7),1,40:19,15,26,0.5770000000000001,3,4,0.75,0,3,0.0,2,7,9,3,1,0,5,4,33,19.6,6
268,30,30,2007-01-02,22-003,CLE,,SAS,W (+4),1,40:14,7,17,0.41200000000000003,0,1,0.0,5,11,0.455,0,5,5,5,2,0,3,1,19,11.1,6
269,31,31,2007-01-03,22-004,CLE,@,BOS,W (+3),1,44:47,11,20,0.55,2,3,0.667,8,10,0.8,1,5,6,4,3,1,3,0,32,27.3,3
270,32,32,2007-01-05,22-006,CLE,@,MIL,W (+9),1,42:50,3,13,0.231,0,4,0.0,2,2,1.0,0,5,5,9,1,0,2,1,8,6.5,9
271,33,33,2007-01-06,22-007,CLE,,NJN,W (+5),1,44:00,9,21,0.429,1,3,0.33299999999999996,0,0,,0,13,13,4,3,3,5,4,19,13.1,4
272,34,34,2007-01-09,22-010,CLE,@,SAC,W (+10),1,43:25,14,26,0.5379999999999999,3,7,0.429,3,3,1.0,1,3,4,7,2,1,3,3,34,26.4,13
273,35,35,2007-01-11,22-012,CLE,@,PHO,L (-19),1,38:49,15,28,0.536,3,9,0.33299999999999996,1,2,0.5,2,4,6,6,1,0,5,2,34,22.0,-20
274,36,36,2007-01-13,22-014,CLE,@,LAC,W (+12),1,42:02,10,23,0.435,0,1,0.0,8,8,1.0,1,5,6,6,1,0,2,4,28,19.7,14
275,37,37,2007-01-16,22-017,CLE,@,SEA,L (-5),1,43:34,8,21,0.381,1,7,0.14300000000000002,13,15,0.867,1,6,7,8,2,1,4,0,30,24.5,-7
276,38,38,2007-01-17,22-018,CLE,@,POR,L (-18),1,35:07,8,21,0.381,1,4,0.25,6,13,0.462,3,3,6,2,1,0,4,0,23,10.1,-24
277,39,39,2007-01-19,22-020,CLE,@,DEN,L (-11),1,43:52,9,23,0.391,0,1,0.0,12,14,0.857,2,8,10,10,2,0,3,2,30,25.7,-3
278,40,40,2007-01-20,22-021,CLE,@,GSW,W (+2),1,45:52,14,22,0.636,2,7,0.28600000000000003,2,5,0.4,0,7,7,5,4,0,9,2,32,20.8,5
279,41,41,2007-01-22,22-023,CLE,,ORL,L (-11),1,43:23,6,15,0.4,0,3,0.0,6,13,0.462,0,4,4,5,3,0,2,2,18,12.0,-2
280,42,42,2007-01-24,22-025,CLE,,PHI,L (-3),1,53:10,14,26,0.5379999999999999,3,8,0.375,8,13,0.615,2,8,10,5,1,0,4,2,39,27.9,-8
281,43,43,2007-01-28,22-029,CLE,,PHO,L (-15),1,42:04,12,22,0.545,3,6,0.5,3,6,0.5,2,7,9,5,2,0,3,2,30,23.4,-8
282,44,44,2007-02-01,22-033,CLE,@,MIA,L (-3),1,35:35,6,18,0.33299999999999996,2,7,0.28600000000000003,3,8,0.375,1,5,6,9,1,0,2,4,17,10.7,-12
283,45,45,2007-02-02,22-034,CLE,,CHA,W (+20),1,35:39,7,13,0.5379999999999999,0,1,0.0,4,8,0.5,1,9,10,3,2,0,1,1,18,16.2,17
284,46,46,2007-02-04,22-036,CLE,,DET,L (-12),1,43:17,9,22,0.409,1,4,0.25,2,3,0.667,0,5,5,6,2,0,3,2,21,12.7,-12
285,47,47,2007-02-07,22-039,CLE,,LAC,W (+17),1,36:19,4,13,0.308,1,2,0.5,2,2,1.0,0,7,7,3,1,1,2,1,11,7.0,15
286,48,48,2007-02-09,22-041,CLE,,MIA,W (+24),1,41:08,12,22,0.545,1,4,0.25,4,8,0.5,1,6,7,6,0,0,2,1,29,21.1,22
287,49,49,2007-02-11,22-043,CLE,,LAL,W (+9),1,38:21,5,16,0.313,0,2,0.0,8,12,0.667,1,7,8,5,1,1,1,3,18,13.0,3
288,50,50,2007-02-14,22-046,CLE,@,UTA,L (-1),1,42:39,9,25,0.36,0,3,0.0,5,9,0.556,3,7,10,4,1,3,0,2,23,16.8,10
289,51,51,2007-02-15,22-047,CLE,@,LAL,W (+6),1,39:48,10,16,0.625,0,1,0.0,18,22,0.818,0,4,4,3,3,0,3,4,38,30.9,4
290,52,52,2007-02-21,22-053,CLE,@,TOR,W (+1),1,36:49,12,25,0.48,0,1,0.0,5,5,1.0,0,4,4,2,1,1,3,3,29,16.4,5
291,53,53,2007-02-22,22-054,CLE,,CHI,L (-6),1,42:58,13,28,0.46399999999999997,1,4,0.25,2,8,0.25,3,4,7,2,3,0,3,1,29,16.5,3
292,54,54,2007-02-25,22-057,CLE,@,MIA,L (-5),1,41:30,10,22,0.455,2,5,0.4,7,12,0.583,0,3,3,7,0,1,2,2,29,19.3,6
293,55,55,2007-02-27,22-059,CLE,,NOK,W (+8),1,42:50,14,22,0.636,3,4,0.75,4,7,0.5710000000000001,1,4,5,8,2,1,4,1,35,29.8,16
294,56,56,2007-03-01,22-061,CLE,@,DAL,L (-3),1,39:58,17,27,0.63,1,4,0.25,4,8,0.5,0,3,3,5,0,0,2,2,39,26.9,-2
295,57,57,2007-03-03,22-063,CLE,,TOR,W (+23),1,37:22,10,20,0.5,1,3,0.33299999999999996,15,17,0.882,2,3,5,6,0,3,2,1,36,31.4,23
296,58,58,2007-03-05,22-065,CLE,,HOU,W (+6),1,41:38,12,24,0.5,3,6,0.5,5,9,0.556,1,11,12,8,0,0,3,2,32,24.2,-1
297,59,59,2007-03-07,22-067,CLE,@,DET,W (+4),1,50:40,17,31,0.5479999999999999,1,3,0.33299999999999996,6,8,0.75,2,5,7,8,3,1,4,4,41,31.9,8
298,60,60,2007-03-10,22-070,CLE,@,MIL,W (+2),1,36:30,12,22,0.545,4,6,0.667,4,4,1.0,0,8,8,9,3,1,6,5,32,25.8,15
299,61,61,2007-03-11,22-071,CLE,,IND,W (+11),1,38:42,10,22,0.455,2,6,0.33299999999999996,4,5,0.8,3,4,7,6,3,1,2,2,26,22.6,23
300,62,62,2007-03-14,22-074,CLE,@,MEM,W (+22),1,29:35,11,17,0.647,4,7,0.5710000000000001,3,6,0.5,1,5,6,4,3,0,2,0,29,26.3,35
301,63,63,2007-03-17,22-077,CLE,,UTA,W (+9),1,43:40,8,21,0.381,0,6,0.0,8,13,0.615,2,15,17,9,2,2,4,3,24,20.9,7
302,64,64,2007-03-20,22-080,CLE,@,CHA,L (-8),1,46:33,12,31,0.387,2,9,0.222,11,12,0.917,2,4,6,6,1,3,3,4,37,25.0,-5
303,65,65,2007-03-21,22-081,CLE,,DAL,L (-8),1,45:27,12,28,0.429,1,6,0.16699999999999998,6,7,0.857,0,6,6,4,2,3,6,3,31,17.3,-6
304,66,66,2007-03-23,22-083,CLE,,NYK,W (+22),1,38:16,8,16,0.5,0,1,0.0,5,6,0.833,1,2,3,10,2,0,1,1,21,21.5,19
305,67,67,2007-03-25,22-085,CLE,,DEN,L (-12),1,40:49,8,19,0.42100000000000004,1,6,0.16699999999999998,1,1,1.0,0,3,3,8,1,0,5,4,18,8.8,-13
306,68,68,2007-03-27,22-087,CLE,@,IND,W (+11),1,40:08,8,18,0.444,0,3,0.0,10,14,0.7140000000000001,1,6,7,6,2,0,3,4,26,19.1,11
307,69,69,2007-03-28,22-088,CLE,@,NYK,L (-4),1,43:55,6,20,0.3,2,5,0.4,10,14,0.7140000000000001,1,5,6,7,2,0,3,3,24,15.7,3
308,70,70,2007-03-31,22-091,CLE,@,CHI,W (+4),1,47:24,14,25,0.56,0,3,0.0,11,13,0.846,1,4,5,9,3,0,7,4,39,28.9,4
309,71,71,2007-04-03,22-094,CLE,@,MIN,W (+13),1,41:49,13,24,0.542,0,2,0.0,5,5,1.0,2,10,12,6,4,1,2,1,31,30.3,21
310,72,72,2007-04-05,22-096,CLE,,MIA,L (-4),1,48:36,11,21,0.524,2,5,0.4,11,13,0.846,2,7,9,5,0,0,4,4,35,25.3,3
311,73,73,2007-04-06,22-097,CLE,@,WAS,W (+5),1,44:25,7,23,0.304,0,3,0.0,11,14,0.7859999999999999,0,6,6,5,1,1,2,3,25,14.3,5
312,74,74,2007-04-08,22-099,CLE,@,DET,L (-5),1,43:06,5,16,0.313,1,4,0.25,9,11,0.818,1,4,5,6,1,0,5,2,20,11.3,-11
313,75,75,2007-04-12,22-103,CLE,,NJN,W (+18),1,35:15,15,27,0.556,0,1,0.0,5,9,0.556,3,5,8,4,2,1,2,1,35,27.2,21
314,76,76,2007-04-14,22-105,CLE,,ATL,W (+34),1,31:57,8,16,0.5,3,6,0.5,4,5,0.8,1,4,5,6,1,1,0,1,23,22.0,25
315,77,77,2007-04-17,22-108,CLE,@,PHI,W (+6),1,36:03,7,15,0.467,0,2,0.0,4,7,0.5710000000000001,1,4,5,6,0,0,1,3,18,13.0,-4
